alcohol,malic_acid,ash,alcalinity_of_ash,magnesium,total_phenols,flavanoids,nonflavanoid_phenols,proanthocyanins,color_intensity,hue,od280/od315_of_diluted_wines,proline,target
12.90 ,2.65 ,1.45 ,19.85 ,90.93 ,2.51 ,2.76 ,0.62 ,1.51 ,3.08 ,0.70 ,3.15 ,359.88 ,1
13.04 ,1.86 ,2.49 ,18.18 ,102.56 ,2.44 ,3.10 ,0.27 ,1.48 ,3.32 ,0.93 ,3.62 ,896.59 ,0
12.92 ,2.20 ,2.74 ,21.28 ,94.07 ,3.04 ,2.70 ,-0.04 ,1.94 ,4.55 ,1.23 ,3.55 ,957.54 ,0
12.37 ,1.52 ,2.35 ,14.82 ,80.38 ,2.14 ,2.37 ,-0.06 ,1.75 ,2.95 ,1.12 ,2.73 ,420.15 ,1
14.33 ,1.59 ,2.40 ,15.28 ,95.92 ,3.06 ,3.53 ,0.24 ,2.09 ,5.93 ,0.93 ,3.50 ,942.46 ,0
12.23 ,5.79 ,2.56 ,24.19 ,97.16 ,1.60 ,0.85 ,0.38 ,1.39 ,5.07 ,0.59 ,1.80 ,532.24 ,2
12.83 ,3.77 ,2.59 ,22.34 ,97.33 ,1.96 ,0.40 ,0.73 ,1.42 ,7.79 ,0.39 ,1.23 ,742.22 ,2
11.41 ,1.81 ,1.62 ,18.94 ,92.27 ,2.38 ,1.30 ,0.65 ,1.22 ,1.95 ,1.15 ,2.09 ,407.19 ,1
13.23 ,1.86 ,2.90 ,24.60 ,90.10 ,1.80 ,1.58 ,0.68 ,1.87 ,3.05 ,1.68 ,2.05 ,450.22 ,1
14.06 ,0.85 ,2.49 ,18.02 ,114.37 ,2.09 ,1.27 ,0.70 ,0.23 ,3.06 ,1.22 ,1.83 ,769.35 ,1
13.20 ,3.46 ,2.40 ,19.22 ,107.84 ,2.48 ,2.64 ,0.21 ,1.60 ,4.17 ,1.03 ,2.35 ,695.51 ,0
12.72 ,3.41 ,3.16 ,19.64 ,110.60 ,1.96 ,0.15 ,0.64 ,1.02 ,5.15 ,0.83 ,1.71 ,703.78 ,2
13.26 ,3.23 ,2.30 ,19.33 ,88.90 ,1.56 ,0.14 ,0.55 ,0.83 ,6.06 ,0.60 ,2.23 ,604.73 ,2
13.86 ,1.66 ,2.04 ,15.27 ,93.35 ,2.47 ,2.98 ,0.06 ,1.71 ,4.72 ,0.88 ,3.05 ,1225.23 ,0
12.63 ,1.16 ,2.21 ,24.96 ,75.95 ,2.32 ,1.67 ,0.50 ,1.34 ,1.25 ,1.15 ,3.36 ,601.77 ,1
11.41 ,1.81 ,1.62 ,18.92 ,92.47 ,2.39 ,1.29 ,0.65 ,1.22 ,1.96 ,1.15 ,2.07 ,413.61 ,1
11.10 ,2.93 ,1.88 ,17.88 ,94.64 ,1.90 ,1.33 ,-0.02 ,1.92 ,0.76 ,0.78 ,2.58 ,563.52 ,1
11.67 ,1.67 ,2.55 ,19.02 ,162.20 ,2.65 ,1.84 ,0.28 ,3.29 ,2.73 ,1.11 ,2.63 ,930.14 ,1
14.45 ,1.70 ,2.14 ,16.95 ,101.28 ,2.02 ,3.00 ,0.18 ,1.84 ,4.97 ,0.79 ,3.41 ,1328.74 ,0
12.58 ,3.24 ,2.23 ,20.14 ,104.43 ,1.48 ,0.37 ,0.61 ,1.19 ,3.70 ,0.90 ,1.77 ,886.73 ,2
12.92 ,3.67 ,2.89 ,14.41 ,106.31 ,2.86 ,2.77 ,0.56 ,1.78 ,4.98 ,1.01 ,3.45 ,795.90 ,0
13.17 ,0.99 ,2.54 ,15.93 ,106.87 ,2.17 ,0.95 ,0.38 ,0.44 ,3.19 ,1.13 ,1.19 ,718.78 ,1
12.71 ,1.53 ,2.49 ,18.52 ,112.65 ,2.89 ,3.67 ,0.08 ,1.99 ,7.06 ,1.20 ,3.06 ,1476.05 ,0
11.86 ,2.78 ,2.52 ,20.14 ,117.57 ,1.69 ,0.83 ,0.01 ,1.45 ,8.87 ,0.45 ,1.43 ,834.12 ,2
12.85 ,2.11 ,1.33 ,15.92 ,98.39 ,2.54 ,1.95 ,0.22 ,1.15 ,3.16 ,1.31 ,2.72 ,666.16 ,1
13.24 ,1.59 ,2.35 ,17.72 ,108.03 ,3.12 ,3.38 ,0.40 ,2.00 ,9.05 ,1.22 ,3.04 ,1576.17 ,0
13.68 ,4.29 ,2.63 ,20.09 ,77.82 ,1.76 ,0.57 ,0.23 ,0.97 ,7.26 ,0.66 ,1.81 ,609.98 ,2
13.54 ,2.59 ,2.40 ,19.40 ,86.24 ,1.28 ,0.45 ,0.63 ,0.57 ,4.97 ,0.90 ,2.46 ,779.64 ,2
12.76 ,4.21 ,2.13 ,22.87 ,94.38 ,1.07 ,0.51 ,0.82 ,1.07 ,6.18 ,0.74 ,2.09 ,504.67 ,2
12.50 ,1.66 ,2.22 ,11.61 ,94.73 ,2.65 ,1.97 ,0.41 ,0.99 ,4.54 ,1.07 ,3.36 ,1145.62 ,0
11.23 ,1.09 ,2.63 ,18.25 ,101.23 ,2.69 ,2.65 ,0.07 ,2.19 ,2.33 ,0.63 ,3.71 ,621.51 ,1
11.59 ,1.28 ,1.89 ,20.31 ,72.62 ,1.49 ,1.59 ,0.04 ,1.59 ,3.23 ,1.09 ,1.72 ,520.84 ,1
14.03 ,0.84 ,2.50 ,18.00 ,114.20 ,2.11 ,1.27 ,0.70 ,0.23 ,3.11 ,1.22 ,1.83 ,762.60 ,1
11.47 ,1.30 ,1.99 ,17.59 ,100.77 ,2.31 ,2.46 ,0.57 ,1.95 ,2.65 ,1.06 ,3.06 ,299.43 ,1
13.19 ,2.84 ,2.26 ,23.38 ,81.05 ,1.22 ,0.44 ,0.60 ,1.12 ,10.10 ,0.75 ,1.60 ,618.05 ,2
12.81 ,1.83 ,2.55 ,19.88 ,110.66 ,2.94 ,3.82 ,0.16 ,2.28 ,5.78 ,0.93 ,2.45 ,1285.68 ,0
12.82 ,1.47 ,2.10 ,16.83 ,94.18 ,3.00 ,3.39 ,0.41 ,1.45 ,7.84 ,0.95 ,3.44 ,1119.26 ,0
11.22 ,3.84 ,2.48 ,18.83 ,120.16 ,1.47 ,1.06 ,0.19 ,1.15 ,7.43 ,0.54 ,1.90 ,818.73 ,2
13.78 ,5.13 ,2.42 ,21.44 ,84.34 ,2.45 ,2.56 ,0.07 ,2.40 ,2.46 ,0.82 ,3.04 ,371.20 ,1
13.28 ,3.25 ,2.30 ,19.35 ,89.00 ,1.56 ,0.14 ,0.55 ,0.83 ,6.05 ,0.60 ,2.23 ,611.98 ,2
11.72 ,2.72 ,2.62 ,20.95 ,102.72 ,1.68 ,0.83 ,0.70 ,1.09 ,5.59 ,0.91 ,2.28 ,545.93 ,2
11.01 ,1.99 ,2.47 ,22.54 ,122.06 ,1.19 ,0.73 ,0.10 ,1.23 ,2.41 ,0.80 ,1.91 ,618.84 ,1
12.51 ,2.18 ,2.63 ,17.55 ,94.28 ,2.71 ,2.81 ,0.33 ,1.10 ,4.35 ,1.11 ,2.82 ,1077.62 ,0
15.43 ,1.77 ,2.22 ,15.38 ,93.72 ,2.86 ,2.53 ,0.44 ,2.14 ,4.36 ,1.15 ,3.75 ,1133.53 ,0
13.51 ,1.67 ,1.87 ,16.54 ,105.62 ,2.84 ,3.18 ,0.14 ,2.50 ,6.36 ,0.97 ,3.63 ,931.74 ,0
12.35 ,1.50 ,2.03 ,21.08 ,83.59 ,1.51 ,2.10 ,0.46 ,1.51 ,3.61 ,1.03 ,2.99 ,500.69 ,1
12.19 ,1.50 ,1.58 ,16.74 ,88.40 ,2.61 ,2.29 ,-0.20 ,1.52 ,2.85 ,1.36 ,2.51 ,467.74 ,1
13.25 ,1.41 ,2.87 ,21.43 ,103.72 ,3.07 ,3.39 ,0.56 ,1.67 ,6.95 ,1.16 ,2.62 ,1205.77 ,0
12.53 ,2.25 ,3.17 ,22.44 ,126.16 ,2.86 ,2.57 ,0.12 ,1.59 ,4.84 ,0.76 ,2.71 ,759.34 ,0
12.05 ,3.66 ,2.17 ,14.54 ,86.16 ,1.70 ,1.14 ,0.37 ,0.45 ,3.12 ,0.67 ,2.23 ,341.80 ,1
12.80 ,0.70 ,2.67 ,16.26 ,99.84 ,2.19 ,2.17 ,0.47 ,1.90 ,2.22 ,1.13 ,3.00 ,433.01 ,1
15.57 ,1.95 ,2.47 ,21.00 ,108.53 ,3.09 ,3.05 ,0.49 ,1.98 ,5.99 ,1.27 ,2.55 ,1243.67 ,0
13.98 ,1.58 ,2.32 ,12.15 ,92.55 ,2.88 ,3.25 ,0.24 ,3.07 ,7.65 ,1.23 ,3.46 ,1679.92 ,0
11.59 ,5.05 ,2.55 ,27.01 ,107.04 ,2.12 ,2.32 ,0.47 ,1.53 ,2.17 ,1.19 ,2.92 ,369.29 ,1
15.61 ,4.20 ,2.55 ,20.50 ,115.15 ,2.86 ,2.84 ,0.53 ,1.60 ,4.58 ,1.01 ,3.57 ,1053.12 ,0
11.77 ,3.94 ,2.49 ,17.73 ,107.43 ,1.49 ,0.59 ,-0.05 ,1.05 ,7.65 ,0.53 ,2.15 ,798.64 ,2
12.66 ,3.88 ,2.68 ,20.07 ,121.81 ,1.62 ,0.24 ,0.32 ,1.09 ,9.92 ,0.50 ,1.34 ,888.43 ,2
12.94 ,1.68 ,2.40 ,14.95 ,115.60 ,2.76 ,3.03 ,0.20 ,2.03 ,5.43 ,0.78 ,3.66 ,991.59 ,0
14.04 ,3.25 ,2.38 ,19.08 ,112.28 ,1.24 ,0.76 ,0.04 ,0.41 ,5.45 ,0.95 ,1.76 ,731.54 ,2
11.13 ,1.70 ,3.59 ,26.11 ,124.24 ,3.45 ,5.18 ,0.47 ,2.23 ,5.73 ,1.22 ,3.49 ,443.89 ,1
12.72 ,1.66 ,2.79 ,15.56 ,123.13 ,3.54 ,3.81 ,0.64 ,2.09 ,6.41 ,0.60 ,3.07 ,1444.52 ,0
12.31 ,3.21 ,2.93 ,24.31 ,98.65 ,2.45 ,0.75 ,0.39 ,1.08 ,4.65 ,1.03 ,1.81 ,537.73 ,2
13.49 ,1.64 ,2.25 ,17.43 ,111.54 ,2.88 ,3.22 ,0.08 ,2.11 ,9.86 ,1.14 ,3.50 ,1283.81 ,0
10.96 ,2.58 ,1.82 ,19.24 ,103.38 ,2.56 ,2.49 ,0.13 ,1.83 ,3.62 ,0.98 ,3.39 ,584.50 ,1
12.70 ,1.54 ,2.49 ,18.51 ,112.86 ,2.89 ,3.65 ,0.08 ,1.99 ,7.07 ,1.19 ,3.07 ,1467.09 ,0
12.73 ,2.78 ,2.16 ,17.76 ,117.44 ,2.04 ,1.39 ,0.48 ,0.69 ,2.42 ,0.99 ,2.55 ,548.19 ,1
14.15 ,3.02 ,2.52 ,21.33 ,98.75 ,1.17 ,1.29 ,0.33 ,0.66 ,4.86 ,0.76 ,1.86 ,576.09 ,2
13.08 ,1.25 ,2.76 ,18.67 ,86.03 ,1.90 ,2.09 ,0.25 ,2.55 ,2.70 ,0.54 ,3.21 ,510.90 ,1
11.95 ,4.02 ,1.89 ,17.20 ,122.82 ,1.42 ,1.06 ,0.39 ,0.80 ,7.22 ,0.80 ,1.87 ,904.55 ,2
13.81 ,1.35 ,2.45 ,16.39 ,99.84 ,2.99 ,3.08 ,0.27 ,1.36 ,4.96 ,1.01 ,2.89 ,1091.18 ,0
12.42 ,1.35 ,1.79 ,11.73 ,92.79 ,3.11 ,3.66 ,0.47 ,2.57 ,6.62 ,1.29 ,2.84 ,1199.52 ,0
12.88 ,0.79 ,2.15 ,19.13 ,101.83 ,2.26 ,1.92 ,0.40 ,1.60 ,2.78 ,1.34 ,3.03 ,436.65 ,1
13.26 ,1.97 ,2.95 ,22.03 ,99.68 ,2.47 ,2.39 ,0.39 ,1.48 ,4.04 ,1.33 ,3.82 ,840.17 ,0
12.72 ,2.27 ,2.69 ,19.06 ,94.99 ,3.33 ,3.66 ,0.06 ,2.56 ,5.78 ,1.13 ,3.49 ,1472.88 ,0
12.41 ,1.37 ,1.79 ,11.73 ,92.12 ,3.10 ,3.64 ,0.47 ,2.58 ,6.63 ,1.29 ,2.81 ,1203.80 ,0
11.45 ,1.11 ,1.94 ,17.59 ,105.11 ,2.11 ,1.54 ,0.78 ,0.62 ,6.52 ,1.30 ,1.79 ,461.33 ,1
12.92 ,1.57 ,2.91 ,14.35 ,97.00 ,3.40 ,3.30 ,0.10 ,1.88 ,5.08 ,1.10 ,3.50 ,1069.52 ,0
12.14 ,3.89 ,2.46 ,19.70 ,121.48 ,1.15 ,1.49 ,-0.03 ,0.91 ,9.01 ,0.48 ,0.98 ,506.95 ,2
10.91 ,1.25 ,1.81 ,17.15 ,76.24 ,1.61 ,2.19 ,0.70 ,1.78 ,3.48 ,0.98 ,3.27 ,488.14 ,1
13.19 ,3.19 ,2.30 ,17.51 ,104.25 ,2.09 ,0.92 ,0.83 ,1.72 ,11.07 ,0.20 ,1.52 ,689.89 ,2
14.41 ,1.74 ,1.84 ,18.71 ,105.19 ,2.90 ,2.98 ,0.27 ,2.05 ,4.83 ,0.70 ,2.97 ,913.13 ,0
11.92 ,1.29 ,2.79 ,16.49 ,104.83 ,2.54 ,2.62 ,0.46 ,2.78 ,5.02 ,0.97 ,2.17 ,625.00 ,1
14.66 ,4.28 ,2.87 ,18.75 ,85.14 ,1.65 ,0.89 ,0.30 ,1.84 ,8.46 ,0.24 ,1.91 ,446.84 ,2
12.96 ,0.77 ,2.16 ,19.09 ,101.70 ,2.26 ,1.93 ,0.40 ,1.60 ,2.78 ,1.34 ,3.04 ,438.21 ,1
14.25 ,3.96 ,2.26 ,13.10 ,120.84 ,3.18 ,3.41 ,0.42 ,2.18 ,4.78 ,0.86 ,3.57 ,707.51 ,0
11.59 ,3.99 ,2.41 ,19.45 ,79.94 ,2.41 ,3.32 ,0.00 ,2.99 ,2.60 ,0.51 ,3.67 ,375.61 ,1
13.07 ,2.73 ,2.44 ,23.88 ,97.64 ,1.85 ,1.01 ,0.46 ,1.60 ,8.79 ,0.84 ,1.97 ,707.19 ,2
13.16 ,1.00 ,2.55 ,15.87 ,106.90 ,2.18 ,0.95 ,0.38 ,0.44 ,3.18 ,1.13 ,1.19 ,718.90 ,1
13.32 ,3.86 ,1.92 ,16.49 ,96.64 ,2.54 ,2.32 ,0.17 ,1.78 ,4.36 ,1.01 ,2.61 ,623.46 ,0
13.04 ,1.08 ,1.11 ,10.20 ,91.11 ,2.22 ,0.53 ,0.21 ,0.44 ,1.78 ,0.76 ,1.74 ,553.72 ,1
12.55 ,1.85 ,1.84 ,12.75 ,98.89 ,3.20 ,3.34 ,0.10 ,2.44 ,7.66 ,1.25 ,3.20 ,1134.19 ,0
13.52 ,1.62 ,2.93 ,15.26 ,110.39 ,2.94 ,3.62 ,0.51 ,1.89 ,8.02 ,1.36 ,2.68 ,1835.64 ,0
10.74 ,0.80 ,2.58 ,21.53 ,75.21 ,2.05 ,1.47 ,-0.05 ,1.31 ,2.17 ,1.30 ,2.76 ,676.99 ,1
12.58 ,3.20 ,2.25 ,23.55 ,104.07 ,1.82 ,0.71 ,0.23 ,1.46 ,4.54 ,0.39 ,1.54 ,809.89 ,2
11.84 ,3.85 ,2.12 ,20.05 ,87.39 ,2.48 ,1.26 ,0.77 ,1.02 ,8.10 ,0.56 ,1.55 ,490.16 ,2
15.61 ,4.17 ,2.55 ,20.52 ,115.43 ,2.86 ,2.82 ,0.53 ,1.59 ,4.55 ,1.01 ,3.56 ,1056.76 ,0
11.59 ,5.04 ,2.55 ,27.07 ,107.25 ,2.12 ,2.33 ,0.47 ,1.53 ,2.17 ,1.19 ,2.92 ,368.67 ,1
12.45 ,1.58 ,2.69 ,25.56 ,80.45 ,1.69 ,1.88 ,0.47 ,0.97 ,4.33 ,0.67 ,2.65 ,494.64 ,1
10.41 ,1.81 ,1.70 ,17.74 ,93.26 ,1.95 ,1.63 ,0.29 ,1.24 ,3.69 ,1.50 ,2.36 ,414.90 ,1
13.54 ,5.55 ,2.69 ,19.68 ,93.51 ,1.90 ,0.67 ,1.01 ,1.11 ,8.00 ,0.93 ,1.71 ,799.63 ,2
13.21 ,2.86 ,2.25 ,23.31 ,81.33 ,1.23 ,0.42 ,0.60 ,1.12 ,10.18 ,0.75 ,1.60 ,622.10 ,2
11.41 ,0.71 ,1.73 ,10.51 ,79.63 ,2.07 ,0.32 ,0.42 ,0.45 ,1.81 ,0.73 ,2.21 ,564.15 ,1
14.61 ,2.21 ,2.75 ,21.38 ,131.07 ,2.59 ,2.95 ,0.39 ,1.68 ,6.77 ,0.98 ,2.39 ,1333.28 ,0
11.66 ,1.65 ,2.54 ,19.08 ,162.60 ,2.64 ,1.85 ,0.28 ,3.31 ,2.69 ,1.11 ,2.63 ,921.38 ,1
13.47 ,1.66 ,2.26 ,17.49 ,111.70 ,2.87 ,3.23 ,0.08 ,2.11 ,9.82 ,1.14 ,3.50 ,1279.39 ,0
12.98 ,2.03 ,2.16 ,19.52 ,89.32 ,2.75 ,2.83 ,0.19 ,1.97 ,4.28 ,1.33 ,3.70 ,687.08 ,1
12.88 ,3.86 ,2.82 ,21.81 ,105.32 ,1.86 ,0.60 ,-0.04 ,1.51 ,7.18 ,0.99 ,1.39 ,688.03 ,2
12.61 ,1.46 ,2.66 ,22.75 ,79.18 ,2.95 ,2.85 ,0.63 ,2.21 ,3.91 ,0.81 ,2.96 ,336.82 ,1
11.70 ,1.00 ,2.29 ,16.65 ,93.72 ,2.39 ,2.20 ,0.44 ,2.04 ,3.34 ,0.64 ,3.29 ,527.31 ,1
11.91 ,0.93 ,2.79 ,23.50 ,87.38 ,2.48 ,2.43 ,0.26 ,0.70 ,2.83 ,0.77 ,2.96 ,349.83 ,1
15.01 ,1.90 ,2.60 ,11.00 ,84.13 ,3.30 ,3.68 ,0.24 ,3.07 ,5.27 ,1.51 ,2.35 ,1035.88 ,0
12.44 ,1.57 ,2.69 ,25.59 ,80.49 ,1.71 ,1.87 ,0.47 ,0.99 ,4.34 ,0.67 ,2.64 ,495.51 ,1
11.90 ,0.90 ,2.79 ,23.53 ,87.35 ,2.49 ,2.44 ,0.26 ,0.69 ,2.85 ,0.77 ,2.97 ,354.86 ,1
11.81 ,1.61 ,2.23 ,22.78 ,84.63 ,1.36 ,1.63 ,0.77 ,1.80 ,3.36 ,1.20 ,2.02 ,458.68 ,1
15.21 ,1.52 ,2.39 ,16.50 ,99.10 ,2.17 ,3.03 ,0.02 ,2.08 ,5.69 ,0.96 ,3.44 ,1198.18 ,0
13.23 ,1.75 ,2.38 ,13.28 ,104.28 ,2.41 ,2.54 ,0.24 ,2.13 ,5.01 ,0.96 ,3.66 ,1235.45 ,0
12.04 ,1.70 ,2.92 ,18.66 ,97.63 ,2.57 ,2.63 ,0.24 ,1.04 ,4.63 ,0.89 ,2.61 ,1168.36 ,0
11.90 ,0.89 ,2.79 ,23.44 ,87.41 ,2.49 ,2.48 ,0.26 ,0.70 ,2.89 ,0.77 ,2.95 ,356.59 ,1
12.93 ,2.79 ,1.94 ,22.00 ,90.60 ,2.91 ,2.34 ,0.30 ,0.98 ,2.28 ,0.71 ,2.56 ,325.85 ,1
12.68 ,4.01 ,2.38 ,23.29 ,87.73 ,2.42 ,0.48 ,0.72 ,1.24 ,9.61 ,0.19 ,1.47 ,518.37 ,2
14.68 ,4.30 ,2.87 ,18.85 ,85.43 ,1.65 ,0.89 ,0.30 ,1.82 ,8.44 ,0.25 ,1.93 ,442.31 ,2
13.77 ,5.13 ,2.43 ,21.40 ,84.29 ,2.44 ,2.57 ,0.07 ,2.40 ,2.49 ,0.82 ,3.04 ,370.16 ,1
13.93 ,3.19 ,2.59 ,22.32 ,119.59 ,1.01 ,1.19 ,0.51 ,1.48 ,8.83 ,0.66 ,1.45 ,469.94 ,2
12.77 ,1.06 ,2.05 ,15.87 ,92.68 ,2.31 ,0.60 ,0.92 ,1.15 ,4.89 ,0.90 ,1.32 ,601.73 ,2
12.51 ,1.47 ,2.58 ,18.69 ,104.29 ,2.52 ,2.00 ,0.15 ,1.70 ,3.80 ,1.02 ,2.73 ,1104.95 ,0
12.40 ,1.77 ,3.04 ,17.56 ,115.04 ,3.13 ,3.28 ,0.47 ,1.75 ,7.73 ,1.47 ,2.97 ,1593.90 ,0
13.65 ,1.39 ,2.26 ,19.86 ,100.37 ,2.00 ,2.01 ,0.47 ,1.73 ,2.83 ,0.68 ,2.94 ,300.80 ,1
11.21 ,0.93 ,2.45 ,18.45 ,93.11 ,2.21 ,2.15 ,0.43 ,2.03 ,2.94 ,0.39 ,3.46 ,471.98 ,1
12.34 ,3.62 ,2.24 ,20.50 ,86.55 ,2.06 ,1.59 ,0.58 ,2.02 ,1.27 ,0.75 ,3.05 ,521.14 ,1
12.88 ,1.48 ,2.89 ,16.47 ,94.34 ,2.70 ,3.03 ,-0.04 ,2.20 ,5.17 ,1.44 ,3.47 ,1292.33 ,0
13.60 ,2.11 ,2.57 ,17.36 ,84.31 ,1.73 ,0.78 ,0.55 ,0.65 ,9.33 ,0.57 ,1.82 ,472.65 ,2
12.37 ,1.85 ,2.29 ,19.60 ,87.84 ,1.92 ,1.72 ,0.56 ,1.83 ,2.21 ,0.99 ,2.09 ,447.26 ,1
12.60 ,1.46 ,2.66 ,22.78 ,79.36 ,2.95 ,2.86 ,0.63 ,2.22 ,3.93 ,0.81 ,2.97 ,333.32 ,1
13.15 ,0.87 ,2.08 ,16.15 ,91.18 ,2.01 ,0.32 ,0.29 ,1.68 ,5.00 ,0.65 ,1.92 ,605.86 ,2
12.62 ,1.46 ,2.66 ,22.77 ,79.35 ,2.95 ,2.86 ,0.63 ,2.20 ,3.96 ,0.81 ,2.97 ,334.87 ,1
12.44 ,0.93 ,2.50 ,19.74 ,105.83 ,2.76 ,3.12 ,0.51 ,2.21 ,4.47 ,1.66 ,2.15 ,669.17 ,1
12.89 ,1.48 ,2.89 ,16.46 ,94.06 ,2.70 ,3.02 ,-0.04 ,2.20 ,5.14 ,1.42 ,3.48 ,1286.34 ,0
12.36 ,1.85 ,2.29 ,19.60 ,88.07 ,1.92 ,1.71 ,0.56 ,1.82 ,2.22 ,1.00 ,2.07 ,438.24 ,1
13.29 ,2.50 ,2.07 ,18.73 ,90.57 ,1.43 ,0.56 ,0.79 ,0.55 ,10.94 ,0.46 ,1.50 ,463.70 ,2
13.12 ,1.00 ,2.55 ,15.90 ,106.89 ,2.19 ,0.94 ,0.38 ,0.44 ,3.18 ,1.12 ,1.19 ,719.75 ,1
13.27 ,1.40 ,2.87 ,21.42 ,103.70 ,3.07 ,3.40 ,0.56 ,1.68 ,6.99 ,1.15 ,2.61 ,1207.40 ,0
15.71 ,1.45 ,2.35 ,14.34 ,91.23 ,3.10 ,3.00 ,0.31 ,2.31 ,5.34 ,1.41 ,2.49 ,1069.91 ,0
11.56 ,0.98 ,2.24 ,21.64 ,78.18 ,2.26 ,1.68 ,0.15 ,1.32 ,2.19 ,1.53 ,2.47 ,577.81 ,1
12.82 ,1.40 ,2.38 ,24.56 ,90.89 ,1.97 ,1.65 ,1.14 ,1.62 ,2.08 ,1.33 ,2.86 ,500.01 ,1
14.15 ,2.39 ,2.59 ,15.85 ,105.40 ,3.53 ,3.06 ,-0.22 ,1.59 ,5.53 ,1.02 ,2.96 ,1185.60 ,0
12.34 ,3.61 ,2.24 ,20.59 ,86.88 ,2.08 ,1.59 ,0.58 ,2.02 ,1.31 ,0.76 ,3.05 ,524.03 ,1
12.29 ,1.32 ,2.50 ,16.43 ,92.15 ,1.85 ,1.13 ,0.68 ,0.49 ,3.07 ,1.53 ,1.33 ,643.32 ,1
12.27 ,1.36 ,2.50 ,16.42 ,92.27 ,1.86 ,1.13 ,0.68 ,0.49 ,3.03 ,1.53 ,1.33 ,641.55 ,1
13.30 ,2.80 ,2.56 ,21.38 ,85.06 ,1.57 ,0.53 ,0.87 ,0.91 ,9.04 ,0.45 ,1.71 ,493.63 ,2
12.86 ,3.26 ,1.84 ,20.82 ,81.18 ,1.41 ,0.21 ,0.37 ,0.74 ,4.87 ,0.77 ,1.88 ,634.93 ,2
14.67 ,1.54 ,2.06 ,25.88 ,85.86 ,1.49 ,1.43 ,0.13 ,1.33 ,3.17 ,1.40 ,2.57 ,443.04 ,1
11.84 ,2.19 ,2.09 ,18.81 ,99.86 ,2.45 ,2.56 ,0.47 ,1.04 ,2.98 ,1.59 ,2.71 ,647.23 ,1
12.05 ,4.29 ,2.45 ,22.45 ,84.97 ,1.57 ,1.91 ,0.35 ,1.52 ,4.25 ,0.72 ,2.03 ,559.59 ,1
13.17 ,2.05 ,2.26 ,23.16 ,83.58 ,1.46 ,2.07 ,0.43 ,1.76 ,2.88 ,0.99 ,2.43 ,456.06 ,1
12.47 ,1.67 ,2.16 ,20.19 ,89.09 ,2.08 ,2.19 ,0.46 ,1.33 ,2.62 ,0.94 ,3.23 ,656.11 ,1
10.06 ,1.48 ,2.39 ,21.85 ,86.63 ,2.99 ,3.12 ,0.32 ,2.33 ,2.44 ,1.06 ,3.50 ,733.25 ,1
13.62 ,2.38 ,2.16 ,22.69 ,81.85 ,1.63 ,1.71 ,0.33 ,1.56 ,2.47 ,1.17 ,2.79 ,286.47 ,1
12.27 ,1.36 ,2.17 ,14.44 ,97.39 ,2.34 ,2.69 ,0.43 ,1.25 ,4.01 ,1.24 ,2.79 ,1004.98 ,0
12.01 ,0.74 ,1.54 ,17.00 ,158.10 ,1.69 ,1.50 ,-0.15 ,2.50 ,2.50 ,1.20 ,3.17 ,699.17 ,1
13.00 ,3.45 ,2.30 ,26.04 ,96.38 ,1.58 ,0.27 ,0.77 ,1.04 ,8.03 ,0.46 ,1.65 ,910.47 ,2
12.62 ,3.09 ,2.22 ,19.23 ,85.16 ,1.81 ,0.59 ,0.60 ,0.77 ,6.39 ,0.77 ,2.17 ,601.76 ,2
15.20 ,1.53 ,2.40 ,16.55 ,99.50 ,2.18 ,3.03 ,0.02 ,2.08 ,5.70 ,0.96 ,3.43 ,1193.89 ,0
12.96 ,2.81 ,1.94 ,21.95 ,90.23 ,2.91 ,2.32 ,0.31 ,0.98 ,2.29 ,0.71 ,2.55 ,320.68 ,1
11.96 ,4.02 ,1.88 ,17.27 ,123.06 ,1.42 ,1.07 ,0.39 ,0.79 ,7.21 ,0.80 ,1.87 ,907.30 ,2
12.37 ,3.47 ,2.89 ,23.95 ,110.16 ,1.84 ,0.54 ,0.28 ,1.02 ,4.96 ,0.64 ,1.99 ,604.83 ,2
14.45 ,1.69 ,2.14 ,16.93 ,100.61 ,2.01 ,3.02 ,0.18 ,1.84 ,4.96 ,0.78 ,3.42 ,1327.35 ,0
13.78 ,5.11 ,2.42 ,21.41 ,84.17 ,2.47 ,2.56 ,0.07 ,2.40 ,2.49 ,0.82 ,3.04 ,372.76 ,1
13.90 ,1.86 ,2.79 ,15.72 ,95.61 ,3.34 ,3.20 ,0.18 ,1.38 ,6.38 ,1.19 ,2.89 ,1376.11 ,0
14.58 ,2.40 ,2.68 ,21.82 ,115.26 ,1.21 ,0.95 ,0.61 ,1.52 ,9.21 ,0.83 ,1.61 ,712.19 ,2
13.24 ,1.86 ,2.89 ,24.58 ,90.09 ,1.79 ,1.60 ,0.68 ,1.87 ,3.08 ,1.68 ,2.04 ,447.31 ,1
12.75 ,1.31 ,2.42 ,15.78 ,108.24 ,2.15 ,1.07 ,0.26 ,0.55 ,3.27 ,1.18 ,2.13 ,749.52 ,1
12.62 ,1.19 ,2.21 ,24.94 ,76.10 ,2.30 ,1.67 ,0.50 ,1.34 ,1.26 ,1.15 ,3.35 ,611.92 ,1
11.91 ,1.85 ,1.53 ,20.62 ,89.97 ,2.60 ,1.83 ,0.46 ,1.73 ,1.80 ,1.24 ,2.27 ,458.13 ,1
